<amplicon ID>	<chr>	<Base position start/CpG start>	<Base position end/CpG end>	<Methylation pattern>	<count>	<raw cpg sites>		SumCounts	SumDiversity
RARB_124	chr3	25469860	25469925	111000101	14	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111000110	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	111000111	26	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111001001	17	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111001011	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111001111	32	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011101-111	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111010001	14	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111010011	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111010101	4	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111010111	28	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	0111011-11	3	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111011001	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111011011	12	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01110111-0	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	111011101	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111011110	10	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	111011111	252	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01111-1111	3	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111100000	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	111100001	5	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111100011	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111100101	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111100111	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111101010	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	01111011-1	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111101111	20	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	011111-111	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111110011	5	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111110101	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111110111	5	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111111001	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111111011	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	01111111-1	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111111101	1	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111111110	2	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	111111111	223	"((25469860, 0), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1-110-1111	1	"((25469860, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1-11101111	1	"((25469860, 1), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	10--110000	1	"((25469860, 1), (25469866, 0), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1000000000	1	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1000010001	1	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1001010000	1	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1001010001	1	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1001010101	1	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1001011101	8	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1001011111	1	"((25469860, 1), (25469866, 0), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010000011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010000110	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1010000111	22	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010010001	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010010111	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010011111	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010100011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1010101001	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011-11011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011000001	11	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011000011	9	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011000101	2	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011000111	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011001001	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011001011	4	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011001111	5	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	101101-011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011010001	15	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011010011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011010111	19	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011011011	10	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011011111	9	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	10111-0111	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011100000	4	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1011100011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011100101	13	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011100111	15	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011101001	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011101111	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011110001	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011110011	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011110101	2	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011110111	7	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011111001	1	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011111011	15	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1011111110	5	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1011111111	8	"((25469860, 1), (25469866, 0), (25469868, 1), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11-1100011	1	"((25469860, 1), (25469866, 1), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1100000111	9	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1100001111	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11010-10-1	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469902, 1), (25469914, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101001111	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101010111	3	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101011001	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101011111	44	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11011-1111	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101100001	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101100011	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101101111	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11011101-1	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101110110	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1101110111	7	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101111011	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1101111110	1	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1101111111	28	"((25469860, 1), (25469866, 1), (25469868, 0), (25469872, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111-011111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111-101111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111-110101	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469877, 1), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	111-111011	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110-00011	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11100-0111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110000111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110001011	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110010111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110011111	3	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 0), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11101-1011	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110100001	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110100111	5	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110101011	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110101111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1110111111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 0), (25469877, 1), (25469899, 1), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111-01111	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469899, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11110-1111	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469902, 1), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111000000	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 0))"	1		
RARB_124	chr3	25469860	25469925	1111000001	25	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111000011	11	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111000101	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 0), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111000111	16	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 0), (25469914, 1), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	1111001011	2	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 0), (25469919, 1), (25469925, 1))"	1		
RARB_124	chr3	25469860	25469925	11110011-1	1	"((25469860, 1), (25469866, 1), (25469868, 1), (25469872, 1), (25469877, 0), (25469899, 0), (25469902, 1), (25469914, 1), (25469925, 1))"	1		
